t,cpu_util,mem_util
15760,0.6252,0.5887
15761,0.634,0.6072
15762,0.6254,0.5925
15763,0.6419,0.6128
15764,0.5803,0.5653
15765,0.6302,0.6823
15766,0.5319,0.5323
15767,0.4976,0.5661
15768,0.5905,0.5834
15769,0.498,0.6031
15770,0.5846,0.5288
15771,0.4702,0.4278
15772,0.3473,0.4678
15773,0.238,0.5504
15774,0.2629,0.5624
15775,0.3356,0.609
15776,0.4498,0.5779
15777,0.5518,0.5955
15778,0.6207,0.666
15779,0.5506,0.6414
15780,0.4834,0.7077
15781,0.5497,0.6021
15782,0.6634,0.562
15783,0.5753,0.5931
15784,0.6775,0.7043
15785,0.5175,0.6978
15786,0.5503,0.6287
15787,0.542,0.7371
15788,0.5261,0.7209
15789,0.5298,0.7527
15790,0.4625,0.7234
15791,0.5026,0.7238
15792,0.5098,0.6819
15793,0.5866,0.8109
15794,0.712,0.8707
15795,0.7141,0.9628
15796,0.6404,0.8977
15797,0.5448,0.7731
15798,0.6809,0.7454
15799,0.8,0.8874
15800,0.8585,0.8534
15801,0.8479,0.9032
15802,0.8982,0.8263
15803,0.9851,0.7644
15804,0.9139,0.7498
15805,0.8981,0.8672
15806,0.7922,0.9193
15807,0.7698,0.7801
15808,0.8823,0.8097
15809,0.952,0.7292
15810,0.9427,0.68
15811,0.7076,0.7042
15812,0.6473,0.7807
15813,0.6506,0.8513
15814,0.6283,0.8579
15815,0.627,0.8651
15816,0.6426,0.9321
15817,0.5952,0.8211
15818,0.5924,0.9187
15819,0.5783,0.8586
15820,0.5206,0.8607
15821,0.6698,0.8173
15822,0.6257,0.736
15823,0.4416,0.7551
15824,0.5897,0.7599
15825,0.52,0.7439
15826,0.5935,0.7258
15827,0.5368,0.8091
15828,0.583,0.9291
15829,0.5775,0.988
15830,0.6562,0.9859
15831,0.6338,0.869
15832,0.5772,0.8927
15833,0.5964,0.9181
15834,0.5634,0.9484
15835,0.4084,0.8628
15836,0.3674,0.9001
15837,0.606,0.9786
15838,0.4575,0.9013
15839,0.4814,0.9271
15840,0.4654,0.8621
15841,0.6166,0.8422
15842,0.5244,0.7724
15843,0.5337,0.7412
15844,0.5894,0.7118
15845,0.5731,0.7289
15846,0.5106,0.7739
15847,0.5108,0.8368
15848,0.488,0.785
15849,0.4661,0.796
15850,0.5447,0.719
15851,0.5772,0.7044
15852,0.62,0.6996
15853,0.6429,0.6371
15854,0.7151,0.6659
15855,0.8112,0.6508
15856,0.7752,0.6548
15857,0.8295,0.7229
15858,0.7118,0.6891
15859,0.5235,0.7333
15860,0.6709,0.8114
15861,0.6382,0.8826
15862,0.654,0.8568
15863,0.5508,0.785
15864,0.449,0.7318
15865,0.397,0.6281
15866,0.4561,0.665
15867,0.4195,0.7041
15868,0.3991,0.7037
15869,0.3471,0.6138
15870,0.4505,0.5881
15871,0.525,0.6682
15872,0.4875,0.6989
15873,0.5454,0.7387
15874,0.526,0.9284
15875,0.5002,0.9318
15876,0.4987,0.7858
15877,0.5527,0.7091
15878,0.4812,0.7199
15879,0.5248,0.713
15880,0.7259,0.695
15881,0.7318,0.6787
15882,0.7255,0.6253
15883,0.71,0.6435
15884,0.7403,0.7222
15885,0.6019,0.8181
15886,0.7354,0.9084
15887,0.8047,0.8355
15888,0.7404,0.8217
15889,0.7334,0.7908
15890,0.6796,0.8155
15891,0.6971,0.7987
15892,0.6946,0.774
15893,0.7057,0.8511
15894,0.6156,0.8438
15895,0.5738,0.8383
15896,0.6643,0.8503
15897,0.6159,0.8777
15898,0.4011,0.9043
15899,0.3965,0.9821
15900,0.5971,0.8864
15901,0.6627,0.8912
15902,0.6103,0.8703
15903,0.6032,0.8382
15904,0.655,0.8709
15905,0.5092,0.9347
15906,0.4428,0.8826
15907,0.48,0.9693
15908,0.6111,0.8654
15909,0.5729,0.887
15910,0.6971,0.8189
15911,0.6294,0.7684
15912,0.3546,0.7621
15913,0.4238,0.7285
15914,0.4734,0.5484
15915,0.5361,0.5839
15916,0.5926,0.6281
15917,0.6058,0.6142
15918,0.5823,0.596
15919,0.563,0.5706
15920,0.5255,0.4659
15921,0.4947,0.359
15922,0.3526,0.4137
15923,0.2653,0.4818
15924,0.2665,0.5191
15925,0.1014,0.5419
15926,0.0,0.588
15927,0.0,0.6283
15928,0.0,0.5768
15929,0.0,0.5879
15930,0.0,0.5674
15931,0.0,0.5486
15932,0.0,0.6158
15933,0.0,0.7065
15934,0.0,0.5582
15935,0.0,0.5414
15936,0.0053,0.5221
15937,0.0,0.5917
15938,0.0,0.5018
15939,0.0218,0.3232
15940,0.0,0.3803
15941,0.0091,0.4437
15942,0.0,0.3397
15943,0.0617,0.3394
15944,0.1249,0.4385
15945,0.0987,0.377
15946,0.0,0.3888
15947,0.0,0.4245
15948,0.0,0.3427
15949,0.0,0.316
15950,0.0,0.2227
15951,0.0,0.2247
15952,0.0,0.189
15953,0.0,0.2147
15954,0.0,0.265
15955,0.1833,0.3586
15956,0.2044,0.505
15957,0.2498,0.518
15958,0.2679,0.4991
15959,0.3094,0.4775
15960,0.4088,0.4213
15961,0.5042,0.4521
15962,0.3652,0.4251
15963,0.4429,0.46
15964,0.488,0.4064
15965,0.494,0.383
15966,0.6338,0.4144
15967,0.7698,0.4112
15968,0.8312,0.3003
15969,0.7736,0.3082
15970,0.6671,0.2685
15971,0.7216,0.3495
15972,0.8217,0.4146
15973,0.6459,0.2818
15974,0.728,0.3394
15975,0.6987,0.37
15976,0.5465,0.287
15977,0.5843,0.349
15978,0.6553,0.279
15979,0.6219,0.3574
15980,0.5337,0.3251
15981,0.6715,0.2418
15982,0.6119,0.3802
15983,0.7016,0.293
15984,0.573,0.2537
15985,0.6051,0.2278
15986,0.6334,0.2121
15987,0.6991,0.2664
15988,0.8111,0.28
15989,0.7329,0.3499
15990,0.7654,0.379
15991,0.6453,0.2842
15992,0.5303,0.3267
15993,0.485,0.3484
15994,0.521,0.3178
15995,0.6566,0.4503
15996,0.8,0.4896
15997,0.7591,0.5473
15998,0.7731,0.6048
15999,0.8374,0.5762
16000,0.8843,0.612
16001,0.854,0.6273
16002,0.8449,0.5896
16003,0.8213,0.5135
16004,0.7911,0.5152
16005,0.7517,0.5506
16006,0.7321,0.5504
16007,0.6905,0.5382
16008,0.5926,0.5391
16009,0.6595,0.5211
16010,0.6953,0.614
16011,0.8382,0.6265
16012,0.8533,0.593
16013,0.8048,0.4816
16014,0.742,0.4713
16015,0.7362,0.4387
16016,0.7711,0.4051
16017,0.7404,0.4663
16018,0.6133,0.4732
16019,0.551,0.3741
16020,0.5524,0.4171
16021,0.6115,0.3263
16022,0.4896,0.3756
16023,0.5138,0.3529
16024,0.5333,0.3648
16025,0.498,0.3695
16026,0.4537,0.3666
16027,0.3996,0.3853
16028,0.4184,0.3956
16029,0.5151,0.5128
16030,0.6126,0.5265
16031,0.5196,0.5411
16032,0.5062,0.4977
16033,0.3329,0.5214
16034,0.3525,0.46
16035,0.4102,0.5314
16036,0.5428,0.4418
16037,0.4003,0.3944
16038,0.3207,0.3016
16039,0.3437,0.3355
16040,0.2245,0.3175
16041,0.2546,0.3667
16042,0.3192,0.3143
16043,0.2282,0.3545
16044,0.2549,0.3959
16045,0.1727,0.4135
16046,0.3016,0.4197
16047,0.3306,0.4319
16048,0.2903,0.3808
16049,0.2043,0.3218
16050,0.2527,0.3624
16051,0.3762,0.3466
16052,0.3232,0.3807
16053,0.2993,0.4793
16054,0.2517,0.4535
16055,0.391,0.4202
16056,0.2463,0.4047
16057,0.3643,0.4117
16058,0.3434,0.4529
16059,0.348,0.4538
16060,0.3309,0.5812
16061,0.361,0.604
16062,0.3121,0.6475
16063,0.4086,0.6402
16064,0.5036,0.6961
16065,0.4273,0.6767
16066,0.4868,0.6318
16067,0.4614,0.6817
16068,0.47,0.6717
16069,0.596,0.6804
16070,0.5398,0.7329
16071,0.6144,0.7327
16072,0.6478,0.7153
16073,0.6274,0.6753
16074,0.6529,0.7328
16075,0.6676,0.7038
16076,0.5691,0.6934
16077,0.5196,0.7037
16078,0.4375,0.7133
16079,0.421,0.7664
16080,0.535,0.7523
16081,0.5823,0.8256
16082,0.466,0.7985
16083,0.4484,0.8096
16084,0.4721,0.787
16085,0.5356,0.9019
16086,0.4842,0.8656
16087,0.3885,0.8361
16088,0.3921,0.8304
16089,0.4455,0.8019
16090,0.4695,0.8095
16091,0.4028,0.8717
16092,0.5505,0.8665
16093,0.5426,0.8637
16094,0.5584,0.8362
16095,0.5051,0.7932
16096,0.5958,0.7881
16097,0.6393,0.7778
16098,0.66,0.8379
16099,0.5624,0.7676
16100,0.6493,0.845
16101,0.7629,0.9033
16102,0.8275,0.8877
16103,0.8115,0.8015
16104,0.7881,0.8174
16105,0.758,0.7424
16106,0.9268,0.7512
16107,0.862,0.7545
16108,0.7493,0.7223
16109,0.7076,0.5874
16110,0.6554,0.712
16111,0.7496,0.639
16112,0.63,0.6489
16113,0.5723,0.5877
16114,0.5864,0.6479
16115,0.6861,0.62
16116,0.7363,0.5709
16117,0.8565,0.6045
16118,0.8689,0.5248
16119,0.8366,0.4998
16120,0.8907,0.5421
16121,0.7643,0.6316
16122,0.6168,0.5694
16123,0.6916,0.5307
16124,0.7013,0.5514
16125,0.7709,0.4303
16126,0.6917,0.5154
16127,0.7874,0.4556
16128,0.8291,0.4319
16129,0.8127,0.4511
16130,0.8161,0.4569
16131,0.8306,0.4016
16132,0.748,0.5096
16133,0.7073,0.3555
16134,0.7259,0.2948
16135,0.6831,0.2656
16136,0.5589,0.2188
16137,0.5821,0.304
16138,0.6473,0.2132
16139,0.728,0.3189
16140,0.7616,0.3102
16141,0.8165,0.237
16142,0.8822,0.1222
16143,0.872,0.1252
16144,0.6864,0.0989
16145,0.7723,0.1299
16146,0.6897,0.1185
16147,0.5923,0.1919
16148,0.5019,0.1965
16149,0.7031,0.184
16150,0.7307,0.2558
16151,0.6383,0.2801
16152,0.5792,0.3362
16153,0.5777,0.4124
16154,0.6197,0.3991
16155,0.6386,0.4062
16156,0.5598,0.4614
16157,0.5847,0.3167
16158,0.5341,0.3188
16159,0.6186,0.3133
16160,0.6197,0.344
16161,0.5555,0.303
16162,0.6103,0.3774
16163,0.638,0.3388
16164,0.5956,0.3185
16165,0.6517,0.2867
16166,0.6969,0.3699
16167,0.7857,0.2507
16168,0.8308,0.3687
16169,0.7996,0.4632
16170,0.6519,0.4316
16171,0.6617,0.4967
16172,0.6835,0.5054
16173,0.6809,0.6052
16174,0.4335,0.6588
16175,0.4936,0.7849
16176,0.4235,0.6805
16177,0.4847,0.6856
16178,0.624,0.5755
16179,0.6001,0.5422
16180,0.6326,0.6763
16181,0.6311,0.6981
16182,0.6691,0.7501
16183,0.6714,0.7717
16184,0.624,0.7887
16185,0.5479,0.7466
16186,0.6753,0.695
16187,0.7041,0.655
16188,0.7628,0.4858
16189,0.7841,0.4823
16190,0.8505,0.4982
16191,0.7638,0.4619
16192,0.7597,0.4564
16193,0.7897,0.4904
16194,0.8811,0.5447
16195,1.0,0.4718
16196,1.0,0.4261
16197,1.0,0.475
16198,0.8866,0.5121
16199,0.7973,0.5931
16200,0.723,0.6684
16201,0.4823,0.8073
16202,0.4316,0.7783
16203,0.4949,0.8627
16204,0.5037,0.7937
16205,0.4853,0.9264
16206,0.3588,0.9375
16207,0.4524,0.9533
16208,0.4982,0.9954
16209,0.4998,0.895
16210,0.3261,0.8155
16211,0.298,0.8106
16212,0.3453,0.8198
16213,0.3533,0.9327
16214,0.3784,0.8593
16215,0.4419,0.9381
16216,0.4596,0.9054
16217,0.5161,0.8733
16218,0.4503,0.8493
16219,0.3575,0.8178
16220,0.4053,0.8351
16221,0.4671,0.7988
16222,0.5128,0.703
16223,0.5252,0.6796
16224,0.5005,0.7006
16225,0.5199,0.6093
16226,0.5517,0.6406
16227,0.5868,0.7066
16228,0.7935,0.7879
16229,0.7077,0.7975
16230,0.9579,0.6781
16231,0.8369,0.7106
16232,0.8534,0.761
16233,0.7427,0.7096
16234,0.7575,0.6977
16235,0.8257,0.7196
16236,0.8146,0.8188
16237,0.8792,0.7915
16238,0.8288,0.8341
16239,0.6509,0.8406
16240,0.696,0.8397
16241,0.6911,0.9067
16242,0.6457,0.8414
16243,0.6081,0.8424
16244,0.6377,0.8311
16245,0.5682,0.7282
16246,0.5973,0.7939
16247,0.69,0.8326
16248,0.8478,0.8222
16249,0.9453,0.7944
16250,0.9384,0.7834
16251,0.9396,0.8153
16252,0.8881,0.8067
16253,0.834,0.7552
16254,0.8895,0.7148
16255,0.848,0.7062
16256,0.8624,0.6428
16257,0.7697,0.6579
16258,0.8684,0.6048
16259,0.8267,0.5442
16260,0.8999,0.7348
16261,0.8261,0.8426
16262,0.7517,0.8383
16263,0.8479,0.8766
16264,0.7829,0.9236
16265,0.6458,0.903
16266,0.5578,0.9046
16267,0.626,0.8735
16268,0.683,0.9347
16269,0.6154,0.9943
16270,0.5616,1.0
16271,0.6148,1.0
16272,0.7169,1.0
16273,0.703,1.0
16274,0.7397,1.0
16275,0.8001,1.0
16276,0.9598,1.0
16277,0.8469,1.0
16278,0.7785,1.0
16279,0.7266,1.0
16280,0.784,1.0
16281,0.7521,1.0
16282,0.767,1.0
16283,0.7659,0.9924
16284,0.7552,0.9645
16285,0.7536,0.8303
16286,0.8258,0.9195
16287,0.7343,0.8783
16288,0.7132,0.9383
16289,0.6079,0.8792
16290,0.6231,0.8742
16291,0.6038,0.9183
16292,0.6866,0.9525
16293,0.6794,0.9191
16294,0.6375,0.9337
16295,0.6133,0.9577
16296,0.748,0.9313
16297,0.6125,0.848
16298,0.5592,0.7974
16299,0.5616,0.7636
16300,0.5101,0.7554
16301,0.5514,0.8415
16302,0.5468,0.8831
16303,0.5674,0.8196
16304,0.576,0.9178
16305,0.5664,0.8972
16306,0.4624,0.9224
16307,0.4808,0.85
16308,0.3432,0.8097
16309,0.2998,0.8604
16310,0.3514,0.794
16311,0.4565,0.7864
16312,0.6492,0.804
16313,0.61,0.7312
16314,0.5377,0.6161
16315,0.5801,0.6667
16316,0.7282,0.8327
16317,0.8419,0.8477
16318,0.7445,0.8736
16319,0.7236,0.8064
16320,0.7829,0.8832
16321,0.8449,0.846
16322,0.8775,0.9028
16323,0.8252,0.9239
16324,0.8581,0.9457
16325,0.917,0.9642
16326,0.8241,0.9802
16327,0.9168,0.9788
16328,0.9778,1.0
16329,0.8971,0.9551
16330,0.9537,0.9233
16331,0.9986,0.9953
16332,1.0,0.9866
16333,1.0,0.9484
16334,1.0,0.9934
16335,1.0,1.0
16336,0.874,0.9265
16337,0.9471,0.954
16338,1.0,0.9449
16339,1.0,0.9706
16340,0.9922,0.9533
16341,1.0,0.9638
16342,1.0,0.8362
16343,1.0,0.7698
16344,1.0,0.8042
16345,1.0,0.9502
16346,0.9319,0.955
16347,0.9596,0.896
16348,0.8777,0.8891
16349,0.7273,0.8207
16350,0.7477,0.8837
16351,0.7326,0.872
16352,0.8358,0.9211
16353,0.836,0.8959
16354,0.884,0.9494
16355,0.908,0.8348
16356,0.9718,0.8237
16357,0.8798,0.8439
16358,0.8792,0.8148
16359,0.8515,0.8246
16360,0.8887,0.833
16361,0.8922,0.8834
16362,0.826,0.9061
16363,0.7852,0.9143
16364,0.9053,0.9513
16365,0.941,1.0
16366,0.9586,0.9542
16367,1.0,0.8356
16368,1.0,0.8405
16369,1.0,0.8395
16370,1.0,0.8989
16371,1.0,0.8955
16372,1.0,0.8347
16373,1.0,0.8235
16374,1.0,0.6931
16375,1.0,0.6569
16376,0.9987,0.5066
16377,0.8768,0.5234
16378,0.8727,0.5036
16379,0.7359,0.4939
16380,0.6714,0.4215
16381,0.4708,0.3853
16382,0.5414,0.4322
16383,0.6342,0.3496
16384,0.6363,0.3867
16385,0.7785,0.3434
16386,0.8749,0.2496
16387,0.897,0.334
16388,0.8706,0.4212
16389,0.8266,0.3928
16390,0.8578,0.3649
16391,0.8311,0.356
16392,0.8609,0.314
16393,0.8951,0.2842
16394,0.8595,0.3206
16395,0.9317,0.453
16396,0.8943,0.4344
16397,0.8788,0.4993
16398,0.7842,0.5213
16399,0.7508,0.4209
16400,0.9134,0.4234
16401,0.8232,0.4182
16402,0.8446,0.5102
16403,0.7935,0.6009
16404,0.6042,0.6202
16405,0.6462,0.6891
16406,0.5969,0.6735
16407,0.6201,0.7346
16408,0.6958,0.732
16409,0.7073,0.7894
16410,0.7257,0.8506
16411,0.6474,0.8803
16412,0.6991,0.8214
16413,0.6765,0.7841
16414,0.5103,0.8187
16415,0.5784,0.8604
16416,0.6677,0.8563
16417,0.7803,0.8241
16418,0.9424,0.8234
16419,0.9847,0.7945
16420,1.0,0.7672
16421,1.0,0.8749
16422,0.9718,0.8322
16423,0.8169,0.8502
16424,0.7654,0.8461
16425,0.8568,0.7595
16426,0.7886,0.6742
16427,0.8139,0.6632
16428,0.8466,0.5403
16429,0.8513,0.6493
16430,0.734,0.6225
16431,0.7523,0.5918
16432,0.7084,0.6623
16433,0.8367,0.6482
16434,0.9133,0.6821
16435,0.8643,0.6412
16436,0.9898,0.6391
16437,0.9953,0.6925
16438,0.8393,0.6339
16439,0.8186,0.661
16440,0.936,0.5103
16441,0.8511,0.5867
16442,0.8306,0.5506
16443,0.7078,0.5442
16444,0.6038,0.5374
16445,0.5344,0.4782
16446,0.4369,0.4168
16447,0.3931,0.4522
16448,0.54,0.489
16449,0.5377,0.4371
16450,0.6011,0.4729
16451,0.6859,0.5083
16452,0.5904,0.486
16453,0.5219,0.4098
16454,0.5845,0.4119
16455,0.5321,0.4382
16456,0.5889,0.4379
16457,0.7212,0.4056
16458,0.5962,0.4382
16459,0.5653,0.5174
16460,0.7297,0.5283
16461,0.6599,0.5036
16462,0.5899,0.6634
16463,0.6336,0.8701
16464,0.6066,0.7535
16465,0.5988,0.693
16466,0.5974,0.5005
16467,0.5297,0.504
16468,0.6202,0.5231
16469,0.5694,0.4848
16470,0.4723,0.5976
16471,0.4518,0.5996
16472,0.4937,0.5691
16473,0.5653,0.4938
16474,0.6814,0.4412
16475,0.698,0.3696
16476,0.7509,0.3642
16477,0.8503,0.3173
16478,0.773,0.3725
16479,0.745,0.3433
16480,0.9569,0.4008
16481,1.0,0.435
16482,1.0,0.4772
16483,1.0,0.5327
16484,0.9381,0.6518
16485,0.867,0.5956
16486,0.7702,0.6433
16487,0.7926,0.6622
16488,0.751,0.7204
16489,0.7486,0.719
16490,0.7138,0.7816
16491,0.5755,0.6936
16492,0.645,0.6264
16493,0.4993,0.588
16494,0.4436,0.5808
16495,0.3437,0.5812
16496,0.2836,0.5343
16497,0.3131,0.4743
16498,0.4237,0.4368
16499,0.3052,0.3376
16500,0.2728,0.3276
16501,0.1468,0.3318
16502,0.1185,0.3658
16503,0.1458,0.3819
16504,0.2274,0.4951
16505,0.074,0.5448
16506,0.1419,0.5881
16507,0.0845,0.6072
16508,0.0105,0.6359
16509,0.0428,0.618
16510,0.1184,0.62
16511,0.1319,0.7313
16512,0.0654,0.7187
16513,0.0815,0.6308
16514,0.0469,0.6682
16515,0.1204,0.7148
16516,0.2279,0.7163
16517,0.3249,0.5957
16518,0.3346,0.6699
16519,0.4352,0.6777
16520,0.3592,0.6528
16521,0.5114,0.7187
16522,0.4312,0.5893
16523,0.2747,0.5932
16524,0.3977,0.5579
16525,0.3485,0.6459
16526,0.368,0.6554
16527,0.2946,0.5981
16528,0.4965,0.6633
16529,0.6449,0.51
16530,0.7639,0.5409
16531,0.7602,0.4643
16532,0.8282,0.4387
16533,0.81,0.4276
16534,0.8868,0.4859
16535,0.8371,0.6194
16536,0.9495,0.5087
16537,0.8927,0.5359
16538,0.8478,0.6674
16539,0.7956,0.6271
16540,0.7987,0.5848
16541,0.7552,0.5963
16542,0.7839,0.643
16543,0.7337,0.6775
16544,0.7878,0.6497
16545,0.8974,0.5964
16546,0.8862,0.6723
16547,1.0,0.6197
16548,1.0,0.5008
16549,1.0,0.4143
16550,1.0,0.384
16551,1.0,0.479
16552,0.9674,0.4093
16553,0.8982,0.5051
16554,0.8046,0.5841
16555,0.6162,0.595
16556,0.6948,0.4391
16557,0.5388,0.3713
16558,0.6137,0.3392
16559,0.7853,0.4503
16560,0.7113,0.4189
16561,0.7342,0.3766
16562,0.6931,0.3936
16563,0.7521,0.3141
16564,0.6465,0.3209
16565,0.6311,0.2809
16566,0.7167,0.4517
16567,0.7045,0.3994
16568,0.5665,0.52
16569,0.665,0.4516
16570,0.5556,0.4701
16571,0.5616,0.5021
16572,0.6076,0.5114
16573,0.6143,0.5165
16574,0.8141,0.5684
16575,0.8596,0.5915
16576,0.8279,0.5782
16577,0.8623,0.5354
16578,0.8634,0.5249
16579,0.8513,0.514
16580,0.8558,0.5024
16581,0.8057,0.5076
16582,0.81,0.4236
16583,0.7565,0.3658
16584,0.5945,0.4219
16585,0.6835,0.2908
16586,0.6316,0.3717
16587,0.6388,0.3441
16588,0.5736,0.4513
16589,0.514,0.5277
16590,0.4326,0.5077
16591,0.5144,0.4948
16592,0.6113,0.5914
16593,0.6103,0.6649
16594,0.5644,0.7175
16595,0.4282,0.7782
16596,0.4979,0.7027
16597,0.4464,0.7077
16598,0.3622,0.6539
16599,0.374,0.5818
16600,0.356,0.5892
16601,0.2443,0.5616
16602,0.1491,0.5499
16603,0.1961,0.5187
16604,0.1613,0.4435
16605,0.2216,0.5484
16606,0.2497,0.5566
16607,0.3485,0.4686
16608,0.292,0.4816
16609,0.3236,0.5744
16610,0.3859,0.6297
16611,0.344,0.5942
16612,0.4445,0.5616
16613,0.3165,0.5025
16614,0.2615,0.4586
16615,0.1397,0.4214
16616,0.1013,0.3373
16617,0.1114,0.318
16618,0.1998,0.3467
16619,0.2049,0.3288
16620,0.1745,0.3495
16621,0.0694,0.4536
16622,0.0,0.5664
16623,0.0488,0.5605
16624,0.1443,0.6117
16625,0.1311,0.598
16626,0.2489,0.5656
16627,0.188,0.4968
16628,0.1748,0.5029
16629,0.1691,0.5686
16630,0.3105,0.4902
16631,0.3332,0.4742
16632,0.2001,0.4559
16633,0.2938,0.4733
16634,0.4542,0.4909
16635,0.4391,0.5243
16636,0.3728,0.638
16637,0.4508,0.581
16638,0.6129,0.523
16639,0.6777,0.5378
16640,0.5415,0.6242
16641,0.6023,0.5323
16642,0.8245,0.7246
16643,0.7145,0.6847
16644,0.7925,0.7128
16645,0.8011,0.7287
16646,0.8817,0.7113
16647,0.77,0.7229
16648,0.7822,0.6667
16649,0.6317,0.6478
16650,0.6474,0.7259
16651,0.7607,0.7237
16652,0.6361,0.691
16653,0.5223,0.6755
16654,0.6001,0.7166
16655,0.5965,0.7063
16656,0.6878,0.6268
16657,0.6164,0.6797
16658,0.6171,0.6143
16659,0.6688,0.636
16660,0.6797,0.5194
16661,0.5301,0.5259
16662,0.7569,0.5216
16663,0.7636,0.4035
16664,0.6457,0.4281
16665,0.666,0.3657
16666,0.6945,0.377
16667,0.7668,0.358
16668,0.8302,0.2756
16669,0.799,0.2227
16670,0.6488,0.1766
16671,0.6808,0.2493
16672,0.5429,0.3103
16673,0.6404,0.4503
16674,0.5773,0.4224
16675,0.6267,0.3937
16676,0.5704,0.4068
16677,0.53,0.39
16678,0.4669,0.3603
16679,0.5284,0.3699
16680,0.4797,0.4181
16681,0.5447,0.2955
16682,0.4974,0.2701
16683,0.4815,0.196
16684,0.4878,0.1997
16685,0.5032,0.2385
16686,0.4316,0.3167
16687,0.4938,0.2989
16688,0.4749,0.3141
16689,0.5222,0.2214
16690,0.5223,0.1817
16691,0.5706,0.2077
16692,0.5366,0.1386
16693,0.4741,0.2281
16694,0.5121,0.2712
16695,0.4745,0.2269
16696,0.595,0.1497
16697,0.5981,0.1213
16698,0.4858,0.0833
16699,0.4422,0.0277
16700,0.3676,0.0
16701,0.4626,0.0
16702,0.5289,0.0374
16703,0.525,0.014
16704,0.5495,0.0609
16705,0.5425,0.0596
16706,0.6117,0.1148
16707,0.6502,0.0838
16708,0.7012,0.1181
16709,0.6783,0.1414
16710,0.6213,0.2383
16711,0.671,0.2831
16712,0.789,0.3079
16713,0.8656,0.2282
16714,0.9763,0.2084
16715,0.968,0.1728
16716,1.0,0.291
16717,0.9465,0.2837
16718,1.0,0.2928
16719,0.8333,0.3062
16720,0.8282,0.301
16721,0.7513,0.3387
16722,0.8951,0.2723
16723,0.8722,0.2944
16724,0.9139,0.3385
16725,1.0,0.4214
16726,1.0,0.4161
16727,0.9814,0.4116
16728,0.9042,0.4807
16729,0.8064,0.493
16730,0.7672,0.3982
16731,0.7119,0.2943
16732,0.6038,0.4137
16733,0.5843,0.3152
16734,0.6185,0.3133
16735,0.5434,0.3746
16736,0.5308,0.2745
16737,0.6443,0.2194
16738,0.526,0.1567
16739,0.6817,0.2793
16740,0.6212,0.41
16741,0.6337,0.3703
16742,0.7319,0.4111
16743,0.8495,0.4339
16744,0.8721,0.4205
16745,0.8005,0.3269
16746,0.7253,0.4731
16747,0.6706,0.366
16748,0.8157,0.3849
16749,0.7717,0.3514
16750,0.7865,0.4186
16751,0.6912,0.4735
16752,0.5916,0.4166
16753,0.5917,0.3733
16754,0.5636,0.2862
16755,0.5428,0.3072
16756,0.4248,0.3584
16757,0.4252,0.3383
16758,0.5554,0.3309
16759,0.4869,0.453
16760,0.5618,0.5118
16761,0.2841,0.593
16762,0.2332,0.4556
16763,0.0962,0.491
16764,0.2178,0.5072
16765,0.3047,0.4326
16766,0.2342,0.3735
16767,0.2732,0.3662
16768,0.3831,0.2919
16769,0.5,0.2531
16770,0.4701,0.236
16771,0.2974,0.2818
16772,0.2381,0.2489
16773,0.315,0.2329
16774,0.4947,0.3059
16775,0.4931,0.2086
16776,0.4474,0.2347
16777,0.6445,0.2695
16778,0.6722,0.3045
16779,0.5679,0.283
16780,0.5575,0.2286
16781,0.6371,0.3314
16782,0.6271,0.2876
16783,0.6868,0.2299
16784,0.5516,0.2427
16785,0.4367,0.2094
16786,0.3836,0.2849
16787,0.3694,0.2784
16788,0.4051,0.3589
16789,0.4633,0.3923
16790,0.6649,0.3741
16791,0.6001,0.4468
16792,0.5725,0.4106
16793,0.5145,0.3958
16794,0.6026,0.4325
16795,0.6907,0.4496
16796,0.7944,0.563
16797,0.9323,0.4519
16798,0.8436,0.439
16799,0.9005,0.3864
16800,0.9901,0.3831
16801,0.7877,0.2889
16802,0.822,0.2551
16803,0.5904,0.2496
16804,0.6543,0.256
16805,0.561,0.3083
16806,0.6058,0.3421
16807,0.6634,0.4749
16808,0.7474,0.4852
16809,0.8087,0.4462
16810,0.8003,0.4392
16811,0.7573,0.4765
16812,0.741,0.5385
16813,0.6422,0.6182
16814,0.6206,0.5533
16815,0.5938,0.6288
16816,0.5286,0.6217
16817,0.3904,0.562
16818,0.2962,0.5481
16819,0.0569,0.6196
16820,0.0569,0.6431
16821,0.1104,0.5654
16822,0.0,0.4913
16823,0.0,0.4185
16824,0.0,0.3787
16825,0.0631,0.523
16826,0.0383,0.4401
16827,0.1356,0.4047
16828,0.0,0.4013
16829,0.0167,0.5031
16830,0.0711,0.5968
16831,0.0293,0.486
16832,0.136,0.5878
16833,0.189,0.5906
16834,0.1869,0.5925
16835,0.3941,0.6513
16836,0.4829,0.6882
16837,0.3514,0.5694
16838,0.3302,0.5307
16839,0.5385,0.5083
16840,0.4605,0.4289
16841,0.4703,0.4924
16842,0.5727,0.5798
16843,0.6238,0.5768
16844,0.6838,0.5925
16845,0.7361,0.5889
16846,0.7288,0.5921
16847,0.6565,0.6563
16848,0.686,0.5449
16849,0.647,0.573
16850,0.6036,0.5716
16851,0.7195,0.5268
16852,0.6806,0.4963
16853,0.8105,0.6072
16854,0.818,0.524
16855,0.7919,0.5138
16856,0.6344,0.6118
16857,0.7998,0.5319
16858,0.7868,0.5041
16859,0.5933,0.5072
